品质,工作要求,工作要求
[],[],[]
"[0, 3, 4, 16, 21]","[32, 28, 29, 30, 31]",[63]
"[10, 4]","[29, 39]",[64]
"[0, 21]",[31],[]
[],"[28, 29]",[63]
"[0, 11, 3, 21]","[39, 40, 28, 29, 30]","[81, 90, 63]"
"[3, 21]",[],"[90, 63]"
"[0, 26, 2, 3]",[29],[]
"[4, 21]",[29],[63]
[21],[],[]
"[0, 16, 3, 21]","[40, 28, 31]",[63]
"[17, 21]","[33, 39]",[63]
[21],"[40, 29]","[90, 63]"
"[0, 16, 10, 11]","[28, 39]",[64]
"[4, 12, 16, 21, 22]","[29, 30]",[77]
"[3, 4, 14, 15, 16, 17, 21]",[39],"[90, 63]"
[21],[],[]
"[26, 3, 21]","[29, 39]",[86]
"[0, 11, 20, 21]","[28, 29]","[90, 63]"
[],[29],[]
"[0, 13]","[29, 31]","[90, 67, 63]"
"[11, 21, 23]","[29, 30]",[]
[],[],[]
"[0, 21]",[28],"[81, 83, 84, 85]"
"[0, 26, 3, 21]",[],[]
"[11, 21]","[28, 29, 30]",[]
"[16, 11, 15]",[31],"[90, 63]"
"[8, 0, 4, 21]",[],[]
[21],[],[63]
[21],[],[63]
[21],"[32, 29, 39]","[90, 63]"
"[0, 26, 12, 21]","[32, 38, 40, 29, 30, 31]","[90, 63]"
"[2, 21]",[29],[90]
"[16, 0, 21, 23]",[31],"[90, 83]"
"[13, 3, 21, 6]","[28, 29, 31]",[90]
"[16, 8, 21]","[35, 29]",[]
[],"[32, 42, 29, 38]",[63]
[21],"[42, 29]",[63]
"[3, 4, 21]","[40, 29]","[88, 90]"
"[0, 21, 6]","[29, 39]",[63]
"[0, 3, 21]",[29],[63]
"[21, 23]","[31, 29, 39]","[64, 63]"
"[3, 4]","[35, 31]",[]
"[0, 26, 3, 21]","[32, 29, 31]",[90]
"[8, 21]","[40, 39]","[74, 63]"
[21],[29],[]
[],[],[63]
[],"[32, 29, 31]",[]
"[8, 0, 3, 21]","[41, 29, 38]","[82, 63]"
[21],[],"[74, 63]"
"[0, 8, 21]","[29, 30, 39]",[63]
[21],[29],[63]
"[0, 12, 21]","[32, 38, 39, 40, 28, 29]","[81, 90, 63]"
[],[],[]
[],[],[63]
"[0, 2, 20, 21]",[39],[]
"[0, 26, 3, 21]","[40, 35, 29, 30]","[90, 63]"
"[0, 16, 21]",[29],[63]
"[3, 21]","[40, 39]",[63]
[21],[29],"[74, 86]"
"[11, 21]","[40, 29, 39]",[63]
"[0, 4, 21]","[32, 35, 29, 39]",[86]
"[0, 2, 3, 6]","[40, 29, 39]","[90, 63]"
[8],"[31, 29, 38, 39]",[63]
"[0, 21]","[35, 39]","[65, 63]"
[21],[39],"[81, 63]"
"[0, 3, 4, 8, 11, 13, 18, 21]","[42, 28, 29, 31]",[]
[21],"[29, 39, 30, 31]",[64]
[],[40],[90]
"[3, 21]","[28, 29, 31]",[63]
"[26, 4, 21]","[40, 32, 29]",[]
"[21, 23]","[29, 31]",[50]
"[21, 13]","[29, 30]",[]
[21],[],[]
[21],"[29, 39]",[63]
"[8, 0, 26, 3]","[32, 31]",[63]
[],[39],[63]
[21],[],[63]
"[0, 3]",[],[63]
"[16, 13, 4, 21]","[35, 28, 29]","[90, 63]"
[21],[],[63]
[4],"[35, 29, 31]","[90, 67]"
[],[31],[90]
"[20, 21]","[39, 40, 42, 29, 30]","[90, 63]"
[21],[39],[63]
[21],"[33, 35, 39, 40, 29]",[63]
"[0, 4, 21]","[40, 35, 29]",[63]
"[8, 21]",[29],[]
[4],"[28, 29, 30, 31]","[64, 65, 49, 63]"
"[0, 4, 12, 21]","[32, 38, 40, 28, 29, 31]","[67, 63]"
"[0, 23]","[28, 29, 39]","[90, 63]"
"[0, 11, 21]","[32, 28, 29, 30, 31]",[63]
"[16, 8]","[28, 31]","[65, 90, 63]"
"[13, 21]",[],[63]
"[4, 13]","[28, 29]",[63]
"[0, 2, 3, 8, 11, 21, 26]","[28, 29]","[64, 83, 63]"
"[16, 3, 4, 21]","[32, 29, 31]",[63]
"[0, 4, 11, 16, 23, 27]",[29],"[65, 63]"
"[0, 21]","[29, 39]","[90, 86, 63]"
"[3, 21, 23]","[32, 29]",[44]
"[8, 2]","[29, 39]","[90, 68, 86, 63]"
[21],[39],[63]
"[0, 8, 4, 14]",[29],[]
[0],"[29, 31]","[88, 90, 62, 87]"
[],"[32, 35, 39]",[]
"[0, 2, 4, 12, 21, 26]","[28, 29]","[65, 63]"
[21],"[40, 29, 39]",[63]
[11],"[28, 30]",[90]
[21],"[40, 33, 29, 39]","[65, 63]"
"[13, 11, 21, 22]","[28, 29]",[63]
"[13, 3, 21]",[],[63]
"[0, 3, 19, 20, 21]","[32, 29, 39]",[63]
[4],[28],[77]
[21],[],[63]
"[3, 21]","[42, 28, 29, 39]","[90, 63]"
[21],"[32, 29, 30]","[88, 90, 63]"
"[3, 8, 12, 13, 14, 16, 21]","[40, 35, 29]",[90]
"[0, 21]",[],"[65, 63]"
[4],[31],[63]
"[11, 4, 21]","[35, 28, 29, 30]",[65]
"[0, 21]",[39],"[90, 63]"
"[3, 21]","[32, 28]","[90, 63]"
[],[],[63]
[3],[],[]
[21],[28],[74]
[0],"[32, 29, 39]","[48, 63]"
"[0, 10, 21]","[35, 38, 42, 28, 29, 31]",[63]
[21],"[40, 29]",[]
"[0, 11, 12, 14, 21]","[29, 31]",[63]
[11],"[28, 39]",[65]
"[16, 12, 21, 15]","[32, 33, 39, 40, 28, 29]","[68, 63]"
"[8, 14]","[32, 35, 39, 29, 30, 31]",[63]
[],"[32, 29, 39]","[65, 63]"
"[0, 10, 3, 21]",[29],[90]
"[3, 11, 21]","[40, 29, 30]","[88, 90, 63]"
[21],"[29, 30, 39]","[57, 62, 63]"
[21],[],[]
"[3, 12, 22]",[40],"[81, 84, 85, 62]"
"[12, 21]","[40, 29]",[63]
"[16, 21]","[40, 29, 31]",[90]
"[0, 3, 12, 21, 26]",[31],[90]
"[4, 21]",[],[]
[13],[],[]
[21],[],[83]
"[0, 3, 21]",[29],[]
[],[29],[]
"[0, 21]","[34, 38, 39, 40, 29, 31]","[48, 68, 86, 63]"
"[0, 26, 4]","[29, 30, 31]",[44]
"[16, 3, 4, 21]","[32, 29, 31]",[63]
[21],[],[63]
"[11, 4]","[40, 28, 29]",[]
[21],"[32, 29, 39]","[65, 63]"
"[0, 8, 4]","[35, 29]",[]
[21],[40],"[90, 63]"
"[16, 0, 11, 4]","[28, 29, 30, 36]","[65, 63]"
"[0, 21, 3, 13]",[],[86]
"[26, 3, 21]",[],[90]
[21],[32],"[89, 63]"
"[0, 4, 21]","[29, 30, 39]",[]
"[4, 21]","[28, 38, 39]",[63]
[21],[39],"[81, 63]"
"[0, 26, 3]",[],"[88, 90]"
"[3, 26, 2, 4]","[29, 31]",[]
[21],[40],[]
"[0, 16]","[40, 29, 39]","[90, 63]"
"[0, 2, 3, 12, 21, 26]","[42, 31, 29, 39]","[82, 90, 63]"
[],[],[86]
[],[28],"[90, 63]"
"[0, 21]","[32, 39, 40, 28, 29, 31]","[57, 63]"
"[0, 3, 15, 16, 21]",[32],[63]
"[4, 21]","[29, 39]",[63]
"[0, 3, 21]","[39, 40, 29, 30, 31]","[90, 63]"
"[0, 8, 12]","[40, 29, 30, 39]",[63]
"[20, 21, 23]","[32, 29, 30]",[63]
"[4, 21]","[40, 29, 30, 39]","[86, 63]"
"[0, 2, 6]","[40, 28, 29]","[90, 63]"
"[0, 18, 4]","[29, 30]","[90, 67, 63]"
[21],"[28, 29, 30]","[90, 67, 63]"
[4],"[32, 38, 39, 40, 29, 30]",[63]
[21],"[38, 31]",[63]
"[21, 23]","[28, 29]",[63]
[21],[29],"[74, 63]"
"[16, 2, 3, 21]",[28],[]
"[3, 8, 12, 21, 26]",[],"[90, 63]"
"[3, 12, 21]","[30, 39]",[]
"[3, 13, 16, 20, 21, 26]",[29],[63]
"[0, 10, 6, 7]","[33, 28]",[63]
"[0, 8, 3]",[28],[63]
"[8, 26, 3, 12]",[29],[90]
"[1, 4]",[28],"[64, 85]"
"[3, 15, 16, 20, 21]","[29, 31]",[]
"[0, 26, 21]","[39, 40, 28, 29, 31]",[90]
"[3, 4, 21]",[28],[90]
"[16, 13, 21]","[29, 31]","[90, 63]"
"[12, 23]","[29, 31]",[]
"[27, 4, 21]","[40, 29]","[65, 81, 85]"
"[0, 3, 21, 6]",[],"[90, 63]"
[21],[],[63]
"[11, 1, 3, 21]","[33, 39, 40, 42, 28, 29]","[90, 63]"
[16],[],[65]
[],"[40, 39]",[]
[21],[],[]
"[26, 4, 21]","[40, 32, 29]",[]
"[0, 2, 3, 4, 12, 21, 26]","[29, 31]",[71]
"[0, 10, 3]","[28, 29]",[90]
"[0, 21]",[],[]
[],[],[63]
"[3, 4]","[32, 29, 31]",[63]
"[0, 2, 3, 4, 26]",[29],[]
[21],[40],[]
"[0, 3, 21]","[40, 28, 31]","[88, 63]"
"[3, 21]","[42, 29, 39]","[90, 63]"
"[0, 11, 20, 21]","[40, 29]","[88, 90]"
"[0, 3, 4, 11, 21, 26]",[29],[64]
[21],"[35, 29, 39]",[63]
"[0, 4]","[32, 35, 39, 29, 30]",[67]
"[0, 26, 3, 21]","[31, 29, 39]",[]
[],[],[64]
"[16, 2, 3, 21]","[40, 31]",[]
"[0, 8, 12]",[29],[]
"[26, 2, 3, 21]",[29],[]
"[13, 21]",[],[]
"[8, 0, 11]","[29, 30]",[]
"[0, 3, 6, 20, 21]",[],"[90, 63]"
"[0, 26, 4, 21]","[35, 28, 39]",[63]
"[26, 21]","[39, 29, 31]",[90]
"[0, 26, 3, 21]",[31],"[90, 63]"
"[16, 13, 4, 21]",[32],"[70, 63]"
"[4, 8, 10, 13, 14, 16]","[39, 29, 30, 31]",[]
[],[29],[]
[16],"[28, 29, 30]","[64, 90]"
"[12, 21, 23]","[32, 29, 30, 39]","[66, 67, 63]"
[21],"[32, 34, 39, 40, 42]",[63]
"[3, 21]","[29, 39]",[63]
[0],[],[90]
"[0, 9, 21]",[29],[]
"[0, 3, 21]","[32, 28, 29, 31]","[64, 63]"
"[0, 26, 21]",[],"[90, 63]"
[],[],[]
"[11, 21]","[32, 42, 28, 29]",[]
[21],[],"[86, 63]"
[21],"[35, 39]","[65, 63]"
[21],"[32, 31]","[68, 53, 63]"
"[3, 12, 21, 6]","[29, 31]","[90, 86, 63]"
"[0, 21]","[32, 40, 29]",[63]
"[26, 3]","[40, 35, 29]",[]
[],[40],"[88, 90]"
"[0, 8, 12, 21]","[29, 39]",[63]
[16],[],[63]
[21],"[32, 42, 29, 30]","[67, 63]"
"[0, 3, 16, 21, 26]",[29],[]
"[11, 21]","[32, 28, 29, 30]",[]
[21],[],[]
[21],[39],[63]
"[10, 21]","[31, 29, 39]",[63]
"[0, 2, 3, 13, 21]","[28, 29]",[63]
"[11, 4]","[28, 30]","[77, 63]"
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]",[63]
"[26, 20, 21]","[29, 39]","[64, 90, 63]"
"[16, 4, 21]","[28, 29, 30, 39]",[]
[21],[],[86]
"[0, 26, 21]",[35],[65]
[],"[28, 29]",[]
[21],"[28, 30]","[64, 63]"
"[27, 3, 21]",[31],[63]
"[8, 3, 21]",[],[63]
"[2, 21]",[29],[90]
[],[],"[89, 63]"
[21],"[40, 28, 39]",[63]
"[3, 12, 4, 6]",[],[63]
[21],"[32, 28, 39]",[63]
[21],[31],[44]
[21],[],[63]
[10],"[32, 29, 30, 39]",[63]
"[18, 21]","[29, 30, 31]",[65]
[21],"[32, 29]",[]
"[8, 21]",[29],[90]
"[3, 21]","[40, 39]","[90, 63]"
[21],"[40, 29, 30]","[65, 63]"
[21],[39],"[90, 63]"
"[0, 3, 4]","[28, 29]","[81, 63]"
"[13, 4, 21]","[40, 29]",[90]
[4],"[40, 29, 31]",[63]
"[0, 3, 21]","[32, 42, 29, 39]","[90, 63]"
"[0, 2, 3, 21, 22]","[40, 32, 29]","[90, 63]"
[21],[],"[82, 86, 63]"
"[4, 21]","[32, 39, 42, 28, 29]","[65, 90, 62, 63]"
"[2, 4, 11, 15, 16, 21, 26]",[],[63]
"[16, 13, 21]","[32, 39]","[90, 63]"
[21],"[40, 32, 29, 39]",[63]
[21],"[29, 39]",[63]
[13],"[28, 29]",[90]
"[0, 2, 3, 16, 21]","[28, 29, 38, 31]",[63]
"[16, 3, 4, 21]",[31],[]
"[0, 4, 11, 16, 18, 21]","[39, 42, 28, 29, 30]","[79, 63]"
[],[29],[]
"[11, 21]",[29],[63]
[],"[32, 31, 29, 39]","[90, 63]"
"[3, 10, 11, 12, 15, 20, 21, 26]","[32, 33, 35, 39, 28, 29, 30]","[90, 63]"
"[16, 20, 13]","[39, 29, 31]",[63]
"[0, 8, 21]","[28, 29]",[]
[21],"[32, 28, 39]",[63]
[4],"[29, 30]","[64, 65, 63]"
"[4, 21]","[32, 35, 28]",[67]
[8],[31],[63]
"[8, 21]",[],[]
[],"[35, 39]",[63]
"[3, 21]","[40, 29, 39]",[]
[21],"[29, 39]",[63]
"[13, 6]","[28, 29]",[83]
[21],"[32, 39]",[63]
"[0, 3, 4, 13, 16]","[40, 28, 29, 31]",[]
"[0, 11, 4, 21]","[32, 35, 39, 28, 29, 31]",[89]
"[0, 3, 6, 12, 21]",[39],[63]
"[3, 21]","[40, 33, 28, 39]",[63]
[3],[40],[]
[21],"[29, 38, 39]","[86, 63]"
"[26, 21]",[],"[83, 63]"
"[11, 4]","[32, 28, 29, 39]","[64, 63]"
"[16, 8, 4, 12]","[32, 35, 39, 28, 29, 31]","[64, 90, 63]"
[21],[],[]
"[13, 21, 6]","[34, 35, 39, 29, 30]","[90, 63]"
[21],"[29, 31]",[63]
[21],[40],"[84, 85]"
"[0, 3, 12, 21]","[29, 39]","[90, 63]"
"[0, 21]",[29],[63]
[4],[39],"[64, 63]"
"[0, 3, 6, 10, 20, 21]","[29, 39]","[90, 63]"
[21],[],"[81, 82, 83, 84, 85]"
"[18, 21, 14]","[35, 29]",[63]
"[4, 8, 16, 18, 21]",[],"[85, 63]"
"[0, 21]","[40, 39]","[81, 63]"
"[12, 21]",[32],[63]
"[0, 4, 21]","[32, 40, 29, 39]","[90, 63]"
[21],"[40, 29]",[63]
"[3, 2, 26, 21]",[29],[63]
[],[],[]
[],"[32, 29, 31]",[63]
[21],"[35, 28, 29, 30]",[64]
"[0, 10, 11, 21]","[32, 39, 42, 28, 29, 31]",[63]
[],[],[]
"[0, 12]","[29, 38]",[]
"[0, 26, 3, 21]",[],[]
[21],[39],[63]
[21],[],[]
"[16, 3, 21]",[],"[90, 63]"
"[16, 3, 21]",[],[90]
"[0, 11, 21, 6]","[35, 29, 30, 39]","[88, 90, 63]"
"[4, 8, 11, 13, 21]","[29, 31]",[63]
"[10, 18, 20]","[29, 30]","[64, 65]"
"[0, 8, 13, 16, 21]","[32, 28, 29, 30]",[63]
"[3, 21]","[40, 29, 30]",[]
"[26, 3, 20]","[28, 29, 30]",[90]
"[8, 21]",[],[]
"[0, 3, 11, 21, 26]","[34, 39, 42, 29, 30]",[63]
"[16, 13, 4, 21]","[35, 28, 29]","[90, 63]"
"[16, 3, 21]",[],"[90, 63]"
[],"[40, 35, 29, 39]",[63]
"[16, 0, 21, 23]",[31],"[90, 83]"
"[4, 23]","[40, 33, 31]","[65, 63]"
[21],"[32, 35, 39, 28, 31]","[57, 63]"
"[0, 21]",[35],[63]
[21],[40],[63]
[],[],[]
"[11, 20]","[28, 29, 30, 39]",[]
"[11, 20, 21]","[28, 29, 30]",[63]
[21],"[28, 39]","[90, 68, 63]"
[21],"[40, 33, 42, 29]",[63]
"[0, 4, 11, 18, 26]",[40],[]
"[0, 21]","[28, 29]","[90, 63]"
[21],"[29, 39]",[]
"[0, 2, 20]","[29, 39]",[]
[],[29],[63]
[],[],[]
"[11, 4, 21]",[39],[63]
[],[],"[90, 63]"
[],[],[]
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]","[70, 63]"
"[0, 3, 21]","[28, 29, 30]",[64]
"[4, 13]",[],[]
"[16, 3, 4, 21]","[32, 29, 31]",[63]
"[0, 26, 3, 21]",[31],"[90, 63]"
"[8, 21]",[29],"[82, 84, 63]"
"[13, 4, 21]","[33, 39, 42, 28, 29]",[]
"[16, 11, 4, 20]","[40, 29, 30, 39]",[63]
"[0, 4, 14]","[28, 29, 30, 31]","[67, 63]"
"[27, 21]",[],[63]
"[0, 3, 20, 21]","[29, 30, 39]","[90, 63]"
"[9, 4, 21]",[28],[]
"[2, 4, 21]","[40, 32, 29, 30]","[90, 63]"
[],[],"[90, 86]"
"[0, 3, 21]",[],[63]
[21],[],[65]
"[0, 26, 3, 21]",[31],"[90, 63]"
[21],"[33, 38, 39, 40, 42, 29]",[63]
[],"[29, 31]",[]
"[0, 3, 4, 16, 21]","[29, 30]",[]
"[8, 13, 11, 21]","[40, 30]","[90, 63]"
[16],[29],[]
"[0, 4, 21]","[32, 39, 40, 29, 31]","[68, 63]"
"[0, 8, 3, 4]","[32, 31]","[88, 67, 87]"
[4],"[40, 29, 39]","[90, 63]"
[21],[31],[]
[21],"[31, 29, 39]",[63]
"[0, 10, 21]","[32, 35, 40, 28, 29, 30, 31]","[64, 74, 63]"
[],"[40, 28, 30]",[64]
"[0, 4, 11, 16, 21]","[29, 30]",[63]
[21],"[29, 30, 31]",[89]
"[13, 20, 21]","[40, 29, 39]","[90, 63]"
[],"[40, 29, 31]","[88, 90, 67]"
[],[],[]
[21],"[40, 32, 38, 39]",[63]
"[27, 4]","[30, 39]",[]
[21],[],"[81, 84]"
[21],"[35, 29, 39]","[65, 63]"
"[8, 0, 11, 21]","[32, 31, 29, 39]",[63]
[21],[32],[63]
[21],"[32, 35, 39, 40, 30]",[63]
[21],"[32, 33, 39, 42, 29]","[65, 63]"
"[2, 21]","[39, 35, 29, 31]","[65, 90, 63]"
"[16, 21]",[29],"[90, 63]"
[21],"[35, 29, 31]",[63]
[],"[40, 39]",[65]
"[11, 21]","[32, 29, 30, 31]",[63]
"[3, 2, 26, 21]",[29],[63]
[],[],[]
"[8, 26, 3, 4]","[29, 31]",[63]
"[10, 13, 18, 21]","[28, 29, 31]",[64]
"[16, 13, 21]","[29, 31]","[90, 63]"
[21],"[32, 39]",[63]
"[16, 21]","[28, 39]",[63]
"[8, 21]","[32, 29]",[]
"[3, 21]",[40],"[90, 63]"
[],[],[]
"[11, 21]","[28, 29, 30]","[88, 90, 63]"
"[0, 10, 2, 21]","[31, 29, 39]",[63]
"[10, 21]","[32, 33, 39, 40, 42, 29, 30, 31]","[90, 63]"
"[0, 8, 12, 21]","[29, 30]",[63]
"[8, 4, 21]",[],[63]
"[0, 3, 6, 11, 21]",[39],[63]
"[4, 21]","[29, 30, 31]","[64, 63]"
"[0, 26, 4, 21]",[35],[88]
"[0, 4]","[32, 33, 39]","[90, 63]"
[21],[28],[63]
"[16, 8, 18, 12]","[40, 29, 39]",[]
"[2, 21]",[],[]
"[0, 3, 8, 21, 26]","[29, 31]","[90, 86, 63]"
"[0, 1, 3, 8, 12, 14, 21]",[],[63]
"[0, 26, 4, 21]",[35],[63]
"[8, 10, 4, 21]","[35, 30]","[64, 63]"
[21],"[29, 39]",[63]
"[26, 4]","[28, 29]","[90, 63]"
[21],[],"[81, 82, 83, 84]"
"[18, 3, 21]",[],"[68, 63]"
"[0, 26, 3, 21]","[40, 31]","[90, 63]"
"[0, 3, 4, 21]","[32, 39, 40, 28, 29, 31]",[]
"[3, 13, 16, 20, 21, 26]",[29],[63]
"[0, 3, 21]","[32, 28, 29, 30, 31]",[]
[],[],[]
"[16, 0, 21, 23]",[31],[63]
"[0, 11, 20, 21]","[28, 29]",[90]
"[3, 4, 11, 16, 18, 21]","[28, 30]",[77]
"[16, 4, 21, 15]","[29, 31]",[63]
"[2, 21]",[29],[90]
[4],"[29, 38]",[63]
[],[],[]
"[16, 26, 4, 13]",[31],[]
"[3, 21]","[42, 28, 29, 39]","[90, 63]"
[],[39],[65]
"[0, 3, 12, 16, 21]","[32, 29, 38, 39]","[90, 63]"
"[3, 4, 12, 14, 21]","[40, 35, 29]",[63]
"[0, 13, 21]","[40, 28]",[]
[21],[32],[]
"[4, 21, 23]","[32, 29, 31]",[]
"[19, 21, 15]","[33, 29, 31]",[]
"[16, 0, 26]",[29],[]
[21],"[32, 39]",[]
"[0, 8]","[30, 31]",[]
[21],[],[64]
"[16, 15]","[42, 29, 31]",[65]
[],[],[]
"[4, 6, 15, 16, 21]","[29, 39]",[]
"[0, 4, 16, 21, 23]",[31],"[90, 83, 63]"
"[0, 10, 4, 21]","[29, 39]","[90, 63]"
[],[],[63]
[21],[29],"[65, 63]"
[4],"[32, 29, 30]",[64]
"[4, 21]",[32],[63]
"[8, 2, 4]","[35, 29]","[67, 63]"
"[16, 3, 21]","[38, 29, 30]","[88, 90, 63]"
"[0, 3, 10, 21, 26]","[33, 29]",[]
"[16, 13, 23]",[],[64]
"[1, 21]",[],[90]
"[3, 4, 11, 12, 13, 21]","[39, 28, 29, 30, 31]",[63]
[21],"[35, 29, 30]","[65, 63]"
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]","[70, 63]"
"[2, 12, 15, 16, 21, 25]","[40, 33, 28, 39]","[77, 63]"
"[8, 21]",[39],[]
"[3, 8, 16, 21, 22]",[],"[64, 81]"
"[0, 3, 11, 20, 21]",[39],[]
"[8, 0, 13, 21]","[32, 29, 38, 39]",[63]
"[0, 18, 11, 21]","[42, 28, 29, 30]","[90, 63]"
"[4, 21]","[40, 31, 29, 39]",[]
[],[],[46]
"[0, 26, 4, 21]","[33, 42, 29, 39]",[63]
"[0, 26, 3, 21]","[29, 39]",[]
[21],"[28, 29, 31]",[]
"[0, 21, 6]","[40, 29, 30, 31]","[88, 90]"
[],[29],"[90, 63]"
[21],"[32, 33, 29, 39]",[63]
"[0, 12, 21]",[],[]
"[26, 21]","[32, 29, 30]","[90, 63]"
"[0, 26, 3, 21]","[32, 29, 31]",[63]
[21],"[35, 39, 28, 29, 30]",[]
"[3, 4, 16, 20, 21, 26]",[29],[]
"[4, 21]","[32, 28, 29, 31]","[65, 57]"
"[3, 11]",[28],"[64, 63]"
[21],[],[]
"[0, 4, 11, 13, 16, 21]","[28, 29, 30]",[]
"[16, 18, 21]","[40, 32, 29, 31]",[]
"[0, 4, 21]","[32, 28, 29]","[64, 63]"
"[0, 21, 23]","[32, 29, 31]","[90, 63]"
"[0, 3, 4]",[39],[90]
[20],"[40, 29]",[90]
"[4, 21]","[40, 29, 39]",[63]
"[0, 26, 21]","[29, 30]","[65, 57]"
"[16, 21]","[32, 34, 38, 39, 40, 29, 31]","[81, 90, 63]"
[21],[31],[]
"[3, 21]","[40, 28, 29, 30]","[83, 84, 63]"
"[3, 21, 23]","[32, 29]",[86]
"[11, 21]","[28, 29]","[81, 82, 85]"
"[16, 3, 4, 21]","[32, 29, 31]",[63]
"[11, 12]",[],[]
[21],[40],[86]
[21],[40],[63]
[21],"[28, 29, 39]",[63]
"[2, 12, 21, 14]",[31],[]
"[0, 21]","[29, 31]","[90, 63]"
[21],[31],[63]
[21],"[40, 29, 39]","[90, 63]"
"[0, 12, 21, 22]",[40],"[81, 85, 62, 63]"
[],[],[]
"[16, 3, 4, 21]","[40, 32, 29, 31]",[]
"[0, 21]","[40, 35, 30, 31]","[90, 63]"
"[12, 21, 23]","[32, 29]",[63]
"[0, 3, 19, 20, 21]","[32, 29, 39]",[63]
"[4, 13, 14, 18, 20, 21]","[32, 31, 29, 39]","[65, 74, 63]"
[21],[40],"[90, 63]"
"[8, 18]",[39],[]
"[0, 3, 4, 21, 26]",[],"[88, 64]"
"[0, 21]","[29, 39]","[90, 63]"
[],[],[]
"[0, 3, 12, 21, 26]","[40, 28, 29, 30]","[90, 63]"
"[4, 21]","[40, 32]",[]
"[11, 20, 21]",[29],[63]
"[0, 12, 21]","[40, 28]","[81, 82, 84, 85]"
"[3, 21]","[29, 30]",[]
[],"[35, 29]",[63]
"[15, 16, 18, 20, 21]",[31],[]
[21],"[32, 39]",[63]
"[0, 4, 11, 12, 20]","[42, 35, 29, 31]",[]
"[4, 21]","[29, 30]","[90, 63]"
"[26, 11, 20]","[29, 30]","[64, 63]"
[21],[],[63]
"[0, 26, 2, 21]","[40, 32, 29]","[48, 90, 86, 63]"
"[3, 21]",[],[63]
"[16, 3, 21]","[28, 39]","[64, 90]"
[4],"[28, 29, 31]",[63]
"[0, 3, 6, 11, 13, 16, 20]","[29, 30]",[90]
[21],"[29, 39]",[63]
[21],"[32, 39]","[57, 63]"
"[0, 11, 21]","[28, 29, 39]","[90, 63]"
[21],"[32, 33, 34, 36, 38, 29, 30]","[67, 63]"
[21],"[32, 39]","[68, 63]"
"[0, 16, 3, 21]","[29, 30]",[]
"[0, 2, 3, 16, 21]",[28],"[82, 63]"
"[0, 3, 6, 12, 21]",[39],[63]
[],[29],[63]
"[0, 11, 4, 21]","[32, 28, 29]","[64, 63]"
[23],[],[]
"[3, 21]","[42, 29, 39]","[90, 63]"
"[2, 21]",[29],[90]
[],[39],[]
[21],"[35, 29, 39]",[63]
"[0, 21]","[32, 42, 29, 39]","[65, 57, 63]"
"[16, 3, 4, 21]","[32, 28, 31]","[64, 63]"
"[21, 23]","[40, 32, 29]",[63]
[],[],[63]
"[0, 3, 21, 6]","[40, 29, 30]","[90, 70, 63]"
[21],"[32, 39]",[63]
[21],"[33, 39, 40, 42, 29, 30]","[90, 63]"
"[3, 4, 6, 14, 21]","[28, 29, 30, 31]","[64, 90]"
[21],"[32, 38, 39, 40, 28, 29]","[68, 82, 84, 62, 63]"
[21],"[32, 33, 38, 29, 31]",[63]
"[0, 12, 21]","[40, 31, 29, 39]","[64, 63]"
"[0, 25, 4, 21]","[29, 39]",[63]
"[21, 23]","[28, 29]",[63]
"[10, 3, 22]","[35, 28, 29, 31]","[90, 63]"
"[3, 11]","[28, 29, 30]",[]
"[0, 3, 4, 21]","[29, 30]",[65]
"[3, 12, 21]",[29],[]
"[0, 2, 3, 13, 16, 21]","[29, 38, 31]",[63]
"[16, 3, 4, 21]",[31],[]
"[4, 21]","[28, 39]",[83]
[21],[40],[63]
"[8, 2, 21]","[40, 29]",[86]
[21],"[32, 39, 40, 29, 31]",[63]
"[0, 26, 3, 21]","[32, 29, 31]",[63]
"[4, 21]","[42, 28, 29, 39]",[63]
[3],"[40, 39]",[]
[4],[29],[63]
[21],[39],[63]
"[16, 0, 21]",[28],"[65, 63]"
"[10, 11, 21]","[40, 28, 29, 30]","[90, 67, 63]"
"[0, 26, 4, 21]",[40],[63]
"[8, 21]","[40, 29]",[]
[0],[40],[]
[21],"[32, 38, 39, 28, 29, 30]","[67, 63]"
"[26, 3, 21]",[40],[63]
"[0, 4]",[29],[]
"[0, 26, 3, 21]","[28, 39, 31]",[63]
[],"[32, 33, 29, 39]","[90, 67, 63]"
[],[32],[]
"[3, 21]",[],"[90, 86, 63]"
"[2, 10]","[40, 29]","[90, 86, 63]"
"[26, 3, 22]",[32],[]
"[3, 21]","[40, 39]",[]
[],"[32, 35, 29, 30, 31]",[63]
"[3, 10, 11, 21]","[29, 39]",[63]
"[11, 22]","[40, 28, 30, 39]","[90, 63]"
"[8, 21]",[39],[]
[21],[29],[63]
"[16, 3, 21, 22]","[40, 29, 30]",[63]
"[12, 21]","[31, 29, 39]","[90, 63]"
[],[],[]
"[0, 3, 21]","[32, 28, 29, 30, 31]",[]
[21],"[29, 30, 39]",[]
[21],[28],"[82, 63]"
"[0, 21, 6]","[42, 29, 39]",[63]
[8],[],[]
"[0, 3, 21]","[40, 31, 29, 39]",[65]
"[16, 21]","[32, 29, 31]",[63]
